donor_id,acquisition_channel,cause,gender,age,socioeconomic_level,initial_amount,current_amount,amount_variance,amount_trend_monthly_pct,spontaneous_upgrade,optimal_upgrade_amount,elasticity_score,months_active,successful_payments,failed_payments,payment_success_rate,consecutive_failed_payments,recency_days,emails_sent,emails_opened,emails_clicked,email_open_rate,email_click_rate,last_email_open_days,last_non_transactional_interaction_days,rfm_recency,rfm_frequency,rfm_monetary,complaint_history,pause_requests,previous_upgrade_requests,upgrade_accepted,upgrade_acceptance_rate,months_since_last_upgrade_request,experiment_group,optimal_intervention_month,upgrade_response,churned,uplift_segment
DON-1730,evento,salud,M,62,medio_alto,46.05,31.79,0.45,-0.0221,0,11.83,0.372,14,14,0,1.0,0,0,12,2,0,0.2198,0.0358,146,93,0,10.0,6.1005,0,0,2,0,0.0,7.0,1,4,1,0,persuadable
DON-1731,online,infancia,M,44,medio,23.43,55.19,0.98,0.0411,1,13.66,0.2475,33,32,1,0.9697,0,9,30,5,2,0.1997,0.0713,57,23,9,9.7,7.5078,0,0,1,1,1.0,10.0,1,4,0,0,sure_thing
DON-1732,evento,emergencias,M,50,medio,17.78,20.64,0.51,0.0146,0,4.78,0.2314,11,9,2,0.8182,0,0,8,1,0,0.1591,0.0241,54,91,0,8.2,5.4295,0,0,3,2,0.6667,11.0,1,5,0,0,persuadable
DON-1733,online,medio_ambiente,M,31,medio,19.76,49.48,0.13,0.0537,1,11.57,0.2339,28,27,1,0.9643,1,7,31,11,2,0.3677,0.0916,21,45,7,9.6,7.2345,0,0,0,0,,,1,7,0,0,sure_thing
DON-1734,online,salud,otro,26,medio,29.8,27.8,0.93,-0.0039,0,6.14,0.2209,17,17,0,1.0,1,60,15,3,0,0.2092,0.0017,18,3,60,10.0,6.1604,0,0,1,1,1.0,7.0,0,9,0,1,persuadable
DON-1735,calle,infancia,F,34,alto,82.09,150.16,0.74,0.0461,1,66.51,0.4429,18,17,1,0.9444,1,3,18,8,2,0.4735,0.1211,2,1,3,9.4,7.9024,0,2,3,2,0.6667,16.0,0,8,0,1,sure_thing
DON-1736,referido,medio_ambiente,M,40,medio_alto,39.62,29.72,2.6,-0.0167,0,11.24,0.3782,15,11,4,0.7333,1,15,12,9,5,0.7953,0.441,6,29,15,7.3,6.1021,0,0,3,0,0.0,10.0,1,7,1,0,persuadable
DON-1737,online,salud,F,28,medio_bajo,7.92,1.0,1.44,-0.0671,0,0.24,0.2441,27,25,2,0.9259,0,4,29,5,1,0.2,0.0365,67,69,4,9.3,3.3322,0,0,1,1,1.0,22.0,0,5,0,0,persuadable
DON-1738,calle,educacion,F,41,medio_bajo,12.65,24.87,0.4,0.0302,1,5.65,0.2274,32,26,6,0.8125,1,30,32,13,3,0.4236,0.104,22,21,30,8.1,6.6807,0,0,1,1,1.0,26.0,1,7,1,0,sure_thing
DON-1739,online,educacion,M,20,medio,25.28,31.47,1.26,0.0272,1,9.57,0.304,9,8,1,0.8889,0,16,9,7,1,0.8286,0.1912,131,85,16,8.9,5.6498,0,0,2,2,1.0,8.0,1,5,1,0,persuadable
DON-1740,online,salud,M,27,bajo,4.46,5.27,0.13,0.0302,1,1.41,0.2666,6,6,0,1.0,0,4,6,2,0,0.3662,0.022,26,30,4,10.0,3.4849,0,0,0,0,,,1,4,1,0,persuadable
DON-1741,referido,emergencias,M,50,medio,11.63,13.05,0.09,0.0038,0,3.6,0.276,32,31,1,0.9688,0,40,26,12,1,0.4851,0.0476,14,1,40,9.7,6.0369,0,0,0,0,,,0,5,0,0,persuadable
DON-1742,evento,educacion,F,49,medio_bajo,5.11,8.42,0.9,0.054,1,2.07,0.2455,12,11,1,0.9167,0,30,12,2,0,0.2218,0.0608,9,163,30,9.2,4.6254,0,0,2,1,0.5,10.0,1,6,1,0,persuadable
DON-1743,referido,educacion,otro,36,medio,18.55,39.9,0.13,0.036,1,10.35,0.2593,32,30,2,0.9375,0,60,33,11,3,0.3429,0.1104,75,30,60,9.4,7.1529,1,0,0,0,,,1,8,0,1,sure_thing
DON-1744,calle,infancia,F,28,bajo,5.05,6.63,0.03,0.0347,1,1.62,0.2449,9,7,2,0.7778,0,0,9,2,0,0.3264,0.0452,13,47,0,7.8,4.1054,0,2,0,0,,,1,6,1,0,sure_thing
DON-1745,online,infancia,M,28,medio,29.77,40.34,0.91,0.0136,0,7.05,0.1747,26,25,1,0.9615,3,12,22,8,3,0.3774,0.1732,4,10,12,9.6,6.9564,0,0,3,0,0.0,1.0,1,8,0,0,persuadable
DON-1746,online,infancia,M,37,medio_alto,41.44,13.72,2.23,-0.0304,0,4.92,0.3589,22,22,0,1.0,1,90,24,9,2,0.3888,0.0965,9,15,90,10.0,5.7132,0,0,1,1,1.0,13.0,1,8,0,0,persuadable
DON-1747,calle,salud,F,50,medio,15.13,21.32,0.33,0.012,0,5.9,0.2768,34,30,4,0.8824,0,33,40,22,3,0.562,0.0946,31,29,33,8.8,6.5874,0,0,2,1,0.5,6.0,0,6,0,0,persuadable
DON-1748,calle,medio_ambiente,F,54,alto,183.68,290.57,1.96,0.0208,1,135.52,0.4664,28,26,2,0.9286,0,35,33,13,5,0.4209,0.1613,4,87,35,9.3,9.0042,0,1,1,0,0.0,6.0,0,4,0,0,sure_thing
DON-1749,referido,medio_ambiente,F,35,medio_alto,42.19,126.04,3.61,0.071,1,47.89,0.38,28,26,2,0.9286,0,19,31,11,1,0.3571,0.0485,2,4,19,9.3,8.1691,1,1,0,0,,,1,9,0,0,sure_thing
DON-1750,calle,educacion,F,27,medio,21.98,27.51,0.5,0.018,0,6.9,0.2509,14,13,1,0.9286,0,24,13,3,0,0.2657,0.076,18,68,24,9.3,5.9562,0,0,0,0,,,0,5,0,0,persuadable
DON-1751,online,educacion,M,45,bajo,3.48,1.0,0.04,-0.0214,0,0.26,0.256,35,34,1,0.9714,0,32,32,9,2,0.2825,0.0799,2,38,32,9.7,3.5835,0,0,2,0,0.0,20.0,0,6,0,1,persuadable
DON-1752,calle,emergencias,F,31,medio_alto,38.4,53.16,0.87,0.024,1,19.14,0.36,16,15,1,0.9375,1,1,13,5,1,0.4503,0.1196,14,31,1,9.4,6.7471,0,0,1,0,0.0,11.0,1,6,0,1,sure_thing
DON-1753,calle,medio_ambiente,F,35,alto,191.63,511.73,2.31,0.0477,1,246.52,0.4817,35,30,5,0.8571,0,23,33,20,5,0.6317,0.1812,11,94,23,8.6,9.7932,0,1,3,2,0.6667,27.0,1,6,0,0,sure_thing
DON-1754,calle,salud,M,59,medio_alto,45.63,118.3,1.67,0.0613,1,43.93,0.3713,26,23,3,0.8846,0,33,22,6,1,0.3054,0.0777,14,5,33,8.8,8.0316,0,0,1,1,1.0,3.0,1,7,0,0,sure_thing
DON-1755,telefono,infancia,F,52,medio_bajo,8.45,9.43,0.47,0.0068,0,1.54,0.1631,17,16,1,0.9412,3,0,15,4,0,0.278,0.0477,20,210,0,9.4,5.0833,0,1,1,1,1.0,15.0,0,7,0,1,persuadable
DON-1756,referido,infancia,M,44,alto,143.85,162.9,11.56,0.004,0,72.02,0.4421,33,29,4,0.8788,0,7,38,8,1,0.2179,0.0365,6,86,7,8.8,8.5898,2,1,2,0,0.0,32.0,1,9,0,1,persuadable
DON-1757,telefono,infancia,M,25,medio_bajo,14.1,5.44,0.18,-0.0323,0,1.42,0.2617,19,18,1,0.9474,0,7,22,7,2,0.3588,0.1035,17,17,7,9.5,4.6478,0,0,3,1,0.3333,1.0,0,5,0,0,persuadable
DON-1758,online,medio_ambiente,M,44,medio_alto,34.59,30.67,0.32,-0.0081,0,12.18,0.3972,14,14,0,1.0,0,38,16,7,0,0.4716,0.0558,13,27,38,10.0,6.0647,0,0,1,0,0.0,1.0,0,4,0,0,persuadable
DON-1759,calle,medio_ambiente,M,55,alto,125.77,195.15,0.12,0.023,1,88.46,0.4533,24,21,3,0.875,0,30,21,6,3,0.3329,0.1801,47,1,30,8.8,8.452,2,0,1,1,1.0,11.0,1,9,1,1,sure_thing
DON-1760,online,educacion,M,37,medio_bajo,14.59,1.56,0.19,-0.0357,0,0.36,0.2307,25,25,0,1.0,1,21,29,8,0,0.3066,0.0074,35,33,21,10.0,3.6889,1,0,0,0,,,0,12,0,0,persuadable
DON-1761,online,infancia,M,59,alto,75.86,227.58,0.09,0.0714,1,107.15,0.4708,28,27,1,0.9643,0,32,23,10,4,0.4369,0.2033,61,35,32,9.6,8.7599,0,0,0,0,,,0,3,0,0,sure_thing
DON-1762,referido,educacion,F,58,medio,24.39,24.12,0.52,-0.0007,0,6.33,0.2624,16,13,3,0.8125,0,12,16,7,1,0.4741,0.0658,33,117,12,8.1,5.9582,0,2,3,2,0.6667,10.0,1,5,1,0,persuadable
DON-1763,calle,salud,F,63,alto,142.17,169.26,1.12,0.0136,0,76.0,0.449,14,12,2,0.8571,0,41,14,4,0,0.3045,0.0628,3,22,41,8.6,7.7709,0,0,1,1,1.0,12.0,1,7,1,0,persuadable
DON-1764,online,infancia,M,45,medio_bajo,11.8,13.23,0.51,0.0203,1,3.11,0.2353,6,6,0,1.0,1,5,5,1,0,0.3535,0.0707,21,38,5,10.0,4.3868,0,0,1,0,0.0,6.0,1,8,1,0,persuadable
DON-1765,calle,medio_ambiente,M,49,alto,102.68,170.26,2.49,0.0439,1,75.48,0.4433,15,13,2,0.8667,0,24,17,4,1,0.2401,0.0643,40,60,24,8.7,7.8458,0,0,0,0,,,0,5,0,0,sure_thing
DON-1766,online,infancia,F,60,bajo,4.57,6.22,0.02,0.018,0,1.57,0.252,20,20,0,1.0,0,5,18,3,0,0.2199,0.0401,55,42,5,10.0,4.8315,2,0,3,1,0.3333,7.0,0,8,0,0,persuadable
DON-1767,evento,salud,M,47,medio_alto,48.95,16.58,1.25,-0.022,0,5.75,0.3467,30,27,3,0.9,2,0,30,19,4,0.6471,0.1504,6,7,0,9.0,6.2114,0,0,2,1,0.5,17.0,1,9,0,0,persuadable
DON-1768,online,medio_ambiente,M,35,medio,14.31,21.12,0.17,0.0227,1,4.37,0.2067,21,20,1,0.9524,1,6,17,1,0,0.1049,0.0295,7,8,6,9.5,6.097,0,0,0,0,,,1,8,1,1,sure_thing
DON-1769,online,infancia,F,36,medio,18.39,22.42,1.05,0.0438,1,4.63,0.2065,5,4,1,0.8,1,13,5,1,0,0.2254,0.1328,59,6,13,8.0,4.7283,0,0,0,0,,,0,8,0,0,sure_thing
DON-1770,online,infancia,F,45,medio_bajo,6.88,4.45,0.16,-0.0168,0,1.28,0.2883,21,21,0,1.0,0,37,20,11,1,0.5828,0.0807,19,11,37,10.0,4.5481,0,0,2,1,0.5,1.0,0,4,0,0,persuadable
DON-1771,online,salud,F,25,medio_alto,25.29,44.21,0.2,0.034,1,16.52,0.3738,22,21,1,0.9545,0,14,23,6,0,0.274,0.0403,18,17,14,9.5,6.881,1,0,1,0,0.0,1.0,1,8,1,0,sure_thing
DON-1772,referido,emergencias,F,40,medio_bajo,14.7,21.7,0.32,0.0176,0,3.96,0.1823,27,23,4,0.8519,2,3,28,6,2,0.2413,0.0871,20,60,3,8.5,6.3749,0,1,1,0,0.0,26.0,1,9,1,1,persuadable
DON-1773,referido,medio_ambiente,M,56,medio,18.63,21.74,0.24,0.0129,0,5.38,0.2476,13,11,2,0.8462,0,90,13,3,1,0.2988,0.0867,5,2,90,8.5,5.6476,0,0,1,1,1.0,1.0,0,7,0,0,persuadable
DON-1774,telefono,educacion,F,18,medio_bajo,14.69,12.12,1.17,-0.0092,0,2.82,0.2324,19,13,6,0.6842,0,6,19,5,2,0.2766,0.106,29,77,6,6.8,5.4436,0,0,3,2,0.6667,11.0,1,6,0,0,persuadable
DON-1775,referido,salud,M,61,alto,71.05,74.84,14.55,0.0033,0,34.41,0.4597,16,15,1,0.9375,0,84,14,4,2,0.3473,0.162,49,13,84,9.4,7.0888,1,0,2,0,0.0,3.0,0,9,0,0,persuadable
DON-1776,online,emergencias,M,56,bajo,5.94,8.83,0.01,0.0232,1,2.49,0.2825,21,21,0,1.0,0,55,22,11,7,0.5248,0.3274,54,42,55,10.0,5.2281,0,0,1,0,0.0,10.0,1,3,1,0,persuadable
DON-1777,evento,educacion,M,36,medio_bajo,7.01,6.91,0.41,-0.0027,0,2.05,0.2962,5,4,1,0.8,0,15,5,4,1,0.8222,0.3113,0,36,15,8.0,3.5709,1,0,0,0,,,1,9,1,1,persuadable
DON-1778,online,salud,F,49,medio_bajo,12.9,3.9,0.2,-0.0194,0,1.02,0.2604,36,35,1,0.9722,0,1,40,13,7,0.3265,0.1775,37,7,1,9.7,4.9516,0,0,2,1,0.5,32.0,1,4,0,0,persuadable
DON-1779,calle,salud,M,42,medio,25.67,12.98,0.09,-0.0206,0,3.71,0.2857,24,23,1,0.9583,0,23,20,11,4,0.5906,0.2307,2,15,23,9.6,5.7447,0,0,0,0,,,1,3,1,0,persuadable
DON-1780,referido,educacion,F,57,medio_bajo,6.13,9.41,0.0,0.0184,0,2.32,0.247,29,26,3,0.8966,0,37,23,5,0,0.2528,0.0284,102,15,37,9.0,5.6127,0,0,3,0,0.0,16.0,0,6,0,0,persuadable
DON-1781,calle,medio_ambiente,F,54,medio,28.24,44.27,3.01,0.0247,1,11.25,0.254,23,20,3,0.8696,0,11,22,7,0,0.3446,0.0168,19,43,11,8.7,6.9268,0,0,2,1,0.5,8.0,1,5,1,0,persuadable
DON-1782,telefono,medio_ambiente,F,23,medio_alto,31.81,40.18,0.69,0.008,0,14.38,0.3578,33,26,7,0.7879,0,5,36,8,1,0.248,0.0286,44,69,5,7.9,7.1906,0,0,1,0,0.0,10.0,0,7,0,0,persuadable
DON-1783,online,infancia,F,49,medio_alto,46.45,133.27,12.1,0.0645,1,50.64,0.38,29,25,4,0.8621,0,32,26,10,2,0.41,0.0816,29,251,32,8.6,8.2599,0,0,1,1,1.0,29.0,1,5,1,0,persuadable
DON-1784,evento,educacion,F,39,medio,29.71,24.84,0.87,-0.041,0,5.7,0.2296,4,3,1,0.75,0,15,4,0,0,0.1959,0.0199,91,4,15,7.5,4.6088,2,0,0,0,,,1,11,0,0,persuadable
DON-1785,evento,educacion,F,43,bajo,7.41,9.15,0.08,0.0214,1,2.41,0.2631,11,11,0,1.0,0,4,12,3,1,0.3306,0.0872,109,125,4,10.0,4.6215,0,0,0,0,,,0,5,0,0,sure_thing
DON-1786,referido,infancia,M,32,medio_alto,58.48,2.94,4.39,-0.0452,0,1.12,0.3796,21,19,2,0.9048,0,59,20,7,0,0.372,0.0378,9,37,59,9.0,4.139,0,0,3,1,0.3333,9.0,1,4,1,0,persuadable
DON-1787,evento,salud,F,64,medio_bajo,8.43,9.13,1.1,0.0069,0,2.45,0.2684,12,10,2,0.8333,0,59,10,5,2,0.5169,0.2398,19,19,59,8.3,4.7056,0,0,0,0,,,1,6,1,0,persuadable
DON-1788,evento,medio_ambiente,F,55,medio_alto,28.7,33.22,2.43,0.0175,0,11.72,0.3527,9,6,3,0.6667,0,9,10,2,1,0.294,0.1931,21,15,9,6.7,5.7037,0,0,0,0,,,0,7,0,0,persuadable
DON-1789,calle,infancia,F,32,medio_bajo,6.88,7.07,0.47,0.0047,0,1.83,0.2589,6,6,0,1.0,0,1,5,1,0,0.2889,0.0768,5,10,1,10.0,3.7709,0,0,3,2,0.6667,4.0,1,4,1,0,persuadable
DON-1790,online,emergencias,F,24,medio,20.01,3.49,0.41,-0.0486,0,0.66,0.1878,17,17,0,1.0,2,19,16,2,0,0.1778,0.0432,70,36,19,10.0,4.0998,0,0,3,1,0.3333,1.0,0,8,0,0,persuadable
DON-1791,calle,infancia,F,36,medio,25.86,28.45,0.09,0.0071,0,7.81,0.2744,14,11,3,0.7857,0,7,13,8,1,0.6159,0.1184,12,131,7,7.9,5.9897,0,0,3,1,0.3333,11.0,1,5,1,0,persuadable
DON-1792,evento,infancia,F,47,medio_alto,30.26,32.7,0.34,0.0101,0,10.86,0.332,8,8,0,1.0,1,1,7,0,0,0.1196,0.0033,2,9,1,10.0,5.5706,1,0,2,0,0.0,4.0,0,12,0,0,persuadable
DON-1793,online,salud,F,45,medio_bajo,11.6,16.31,0.34,0.0369,1,4.38,0.2683,11,10,1,0.9091,0,44,11,5,0,0.4562,0.055,5,25,44,9.1,5.1952,1,0,2,0,0.0,8.0,1,8,1,0,sure_thing
DON-1794,evento,educacion,F,58,medio,16.47,11.07,2.58,-0.0328,0,2.81,0.2539,10,9,1,0.9,0,90,9,2,0,0.3187,0.0612,21,10,90,9.0,4.7158,1,0,3,2,0.6667,9.0,0,11,0,0,persuadable
DON-1795,calle,infancia,M,52,medio_bajo,8.41,12.44,0.54,0.0532,1,3.23,0.2593,9,8,1,0.8889,0,8,8,3,0,0.3816,0.0127,64,8,8,8.9,4.727,1,1,2,1,0.5,9.0,0,9,0,0,sure_thing
DON-1796,calle,salud,F,54,medio_alto,48.17,29.23,4.24,-0.0655,0,10.83,0.3706,6,5,1,0.8333,0,27,6,2,0,0.339,0.0301,29,90,27,8.3,5.1726,0,0,2,1,0.5,2.0,1,5,1,0,persuadable
DON-1797,evento,salud,otro,46,alto,120.05,68.04,1.95,-0.0289,0,32.61,0.4793,15,14,1,0.9333,0,1,13,7,0,0.546,0.0568,7,13,1,9.3,6.9291,0,0,0,0,,,0,5,0,0,persuadable
DON-1798,calle,infancia,F,23,medio,26.24,34.66,1.51,0.0153,0,8.79,0.2536,21,18,3,0.8571,0,9,18,6,1,0.3505,0.0951,10,12,9,8.6,6.5915,0,0,1,1,1.0,8.0,1,5,1,0,persuadable
DON-1799,calle,infancia,F,39,medio,13.12,15.4,1.3,0.0193,0,3.96,0.2573,9,9,0,1.0,1,2,9,5,2,0.5728,0.2701,111,108,2,10.0,4.9388,1,0,1,1,1.0,1.0,0,10,0,0,persuadable
DON-1800,calle,salud,M,55,alto,168.49,280.42,5.5,0.0554,1,135.69,0.4839,12,11,1,0.9167,0,1,13,7,0,0.6053,0.0355,1,21,1,9.2,8.1215,0,0,2,1,0.5,3.0,1,3,1,0,persuadable
DON-1801,telefono,infancia,F,41,medio,11.28,16.09,0.32,0.0158,0,4.4,0.2735,27,24,3,0.8889,0,17,24,12,1,0.5241,0.0698,155,0,17,8.9,6.0763,0,0,0,0,,,1,6,1,0,persuadable
DON-1802,evento,emergencias,F,48,medio,13.88,16.49,0.88,0.007,0,4.18,0.2537,27,23,4,0.8519,0,32,23,8,3,0.3551,0.173,70,57,32,8.5,6.1008,0,1,3,2,0.6667,7.0,1,7,0,0,persuadable
DON-1803,online,educacion,F,37,medio,23.12,39.84,0.95,0.0233,1,11.13,0.2795,31,30,1,0.9677,0,12,33,17,0,0.5205,0.0244,34,32,12,9.7,7.1197,0,2,0,0,,,1,3,0,0,sure_thing
DON-1804,calle,emergencias,M,28,medio_alto,54.92,8.6,13.69,-0.0602,0,3.18,0.3697,14,12,2,0.8571,0,14,14,4,0,0.3117,0.0677,86,66,14,8.6,4.7991,0,0,0,0,,,1,7,1,0,persuadable
DON-1805,online,infancia,F,40,medio_bajo,7.53,5.4,0.21,-0.0202,0,1.42,0.2625,14,13,1,0.9286,0,6,13,4,0,0.3822,0.0536,4,38,6,9.3,4.3386,0,1,1,1,1.0,1.0,1,6,1,0,persuadable
DON-1806,referido,emergencias,F,46,medio_alto,36.45,29.08,0.35,-0.0253,0,10.34,0.3556,8,7,1,0.875,0,26,6,0,0,0.1555,0.0047,85,19,26,8.8,5.4538,0,0,3,0,0.0,5.0,1,7,0,0,persuadable
DON-1807,evento,medio_ambiente,M,33,medio,20.74,30.34,0.66,0.0386,1,5.8,0.1913,12,11,1,0.9167,2,8,10,2,1,0.2799,0.1697,7,3,8,9.2,5.9001,0,0,1,1,1.0,3.0,0,8,0,0,sure_thing
DON-1808,calle,medio_ambiente,M,38,bajo,4.06,4.86,0.05,0.049,1,1.27,0.2603,4,4,0,1.0,0,1,4,1,0,0.3034,0.0996,23,90,1,10.0,3.0175,0,0,0,0,,,0,6,0,0,sure_thing
DON-1809,calle,infancia,M,29,medio_alto,53.39,148.46,2.2,0.0659,1,54.11,0.3644,27,24,3,0.8889,0,3,26,6,4,0.2333,0.1572,20,10,3,8.9,8.2964,0,0,1,0,0.0,6.0,1,6,1,0,persuadable
DON-1810,calle,infancia,F,56,medio,25.47,31.68,0.17,0.0271,1,8.94,0.2822,9,8,1,0.8889,0,2,10,6,1,0.6104,0.1247,21,159,2,8.9,5.6564,1,1,0,0,,,0,8,0,0,sure_thing
DON-1811,evento,salud,M,38,medio_bajo,6.45,12.38,0.97,0.0368,1,3.21,0.2593,25,25,0,1.0,0,11,25,7,2,0.2927,0.105,9,12,11,10.0,5.7382,0,0,3,0,0.0,18.0,0,4,0,0,sure_thing
DON-1812,referido,medio_ambiente,M,60,medio,19.28,22.49,1.89,0.0128,0,5.05,0.2244,13,11,2,0.8462,1,1,13,4,2,0.3669,0.1732,45,78,1,8.5,5.6814,0,0,3,1,0.3333,5.0,1,8,0,0,persuadable
DON-1813,calle,infancia,F,61,medio_alto,52.12,45.63,0.44,-0.005,0,16.94,0.3712,25,21,4,0.84,0,32,29,9,2,0.3404,0.0907,40,69,32,8.4,7.0403,1,0,3,2,0.6667,21.0,1,11,1,0,persuadable
DON-1814,calle,salud,M,40,medio_alto,36.81,29.39,0.35,-0.0224,0,10.82,0.368,9,8,1,0.8889,0,47,7,1,0,0.2689,0.0772,92,27,47,8.9,5.5817,0,0,1,0,0.0,1.0,0,6,0,0,persuadable
DON-1815,calle,infancia,M,28,alto,144.97,39.55,5.21,-0.0251,0,17.86,0.4516,29,25,4,0.8621,1,5,29,18,2,0.6262,0.0867,21,23,5,8.6,7.0457,0,0,1,0,0.0,27.0,1,9,1,0,persuadable
DON-1816,telefono,salud,F,18,medio_alto,26.76,14.26,1.98,-0.0311,0,5.61,0.3932,15,11,4,0.7333,0,13,12,7,0,0.6458,0.0688,23,54,13,7.3,5.3702,0,0,1,0,0.0,12.0,0,4,0,0,persuadable
DON-1817,calle,medio_ambiente,F,22,bajo,6.04,9.7,0.07,0.0319,1,2.39,0.2464,19,18,1,0.9474,0,14,17,3,1,0.2064,0.0589,70,33,14,9.5,5.222,0,1,2,0,0.0,16.0,1,5,0,0,sure_thing
DON-1818,referido,educacion,F,24,medio,13.05,12.03,0.04,-0.0023,0,1.88,0.156,34,31,3,0.9118,3,83,29,6,0,0.2301,0.0325,75,44,83,9.1,6.0162,0,1,1,0,0.0,28.0,0,9,0,1,persuadable
DON-1819,evento,educacion,M,59,medio_alto,54.07,36.35,2.13,-0.0117,0,14.42,0.3967,28,27,1,0.9643,0,1,24,11,6,0.4954,0.2556,31,28,1,9.6,6.9264,0,2,2,0,0.0,25.0,0,5,0,0,persuadable
DON-1820,online,medio_ambiente,F,43,medio,17.11,1.0,1.01,-0.0508,0,0.24,0.238,24,23,1,0.9583,1,22,28,11,3,0.4136,0.1234,51,36,22,9.6,3.2189,0,0,1,0,0.0,9.0,1,6,1,0,persuadable
DON-1821,calle,medio_ambiente,F,47,medio,15.63,11.55,0.22,-0.0174,0,2.43,0.2103,15,12,3,0.8,2,8,15,8,3,0.5632,0.2432,21,9,8,8.0,5.1605,0,0,2,0,0.0,15.0,1,9,0,1,persuadable
DON-1822,calle,medio_ambiente,M,18,medio,26.82,27.34,1.81,0.0014,0,6.75,0.247,14,12,2,0.8571,0,13,16,4,0,0.2848,0.0219,14,2,13,8.6,5.95,0,0,0,0,,,0,7,0,0,persuadable
DON-1823,evento,educacion,M,26,medio,11.0,7.43,1.65,-0.0361,0,1.94,0.2608,9,8,1,0.8889,1,4,8,5,3,0.6966,0.3978,59,19,4,8.9,4.2176,2,0,0,0,,,1,11,1,0,persuadable
DON-1824,referido,medio_ambiente,M,53,alto,109.49,138.99,0.81,0.0898,1,61.96,0.4458,3,2,1,0.6667,0,3,3,1,0,0.4246,0.1454,45,28,3,6.7,6.0354,0,0,0,0,,,1,5,0,0,sure_thing
DON-1825,evento,infancia,M,45,medio,17.4,1.0,0.62,-0.0302,0,0.24,0.2415,35,31,4,0.8857,1,5,28,14,4,0.5061,0.1623,8,106,5,8.9,3.5835,0,0,0,0,,,0,9,0,0,persuadable
DON-1826,online,infancia,F,40,medio,15.7,26.9,0.05,0.0446,1,7.02,0.2609,16,15,1,0.9375,0,1,15,5,1,0.3589,0.1134,1,24,1,9.4,6.067,0,0,3,2,0.6667,15.0,0,4,0,0,sure_thing
DON-1827,calle,medio_ambiente,F,49,alto,186.76,209.41,2.16,0.0064,0,79.05,0.3775,19,17,2,0.8947,3,6,19,8,3,0.4589,0.1887,25,25,6,8.9,8.289,1,0,2,2,1.0,16.0,1,13,0,0,sleeping_dog
DON-1828,telefono,medio_ambiente,M,63,medio,25.02,23.97,0.12,-0.007,0,6.51,0.2717,6,5,1,0.8333,0,23,4,2,0,0.5499,0.0734,55,50,23,8.3,4.9755,0,0,3,1,0.3333,4.0,0,5,0,0,persuadable
DON-1829,referido,educacion,M,39,medio_bajo,5.64,5.68,0.15,0.0025,0,1.65,0.2908,3,3,0,1.0,0,21,3,1,0,0.608,0.2789,8,10,21,10.0,2.8926,0,0,0,0,,,1,4,1,0,persuadable
DON-1830,calle,infancia,M,42,medio,24.29,30.87,2.09,0.0104,0,5.86,0.1897,26,19,7,0.7308,1,16,23,2,0,0.1128,0.0205,43,92,16,7.3,6.6891,0,1,2,2,1.0,13.0,1,8,0,0,persuadable
DON-1831,telefono,medio_ambiente,F,44,medio_alto,43.46,69.74,1.87,0.0168,0,25.41,0.3643,36,29,7,0.8056,0,0,35,10,5,0.2984,0.1563,16,25,0,8.1,7.8287,0,0,3,1,0.3333,20.0,1,5,1,0,persuadable
DON-1832,evento,educacion,M,73,medio_alto,56.53,16.93,0.71,-0.0195,0,6.3,0.3719,36,32,4,0.8889,0,2,36,11,4,0.3074,0.1127,12,120,2,8.9,6.4142,0,0,2,1,0.5,16.0,1,7,0,0,persuadable
DON-1833,evento,educacion,F,18,medio_alto,35.95,60.98,0.07,0.0268,1,23.97,0.3931,26,25,1,0.9615,0,37,31,14,0,0.4615,0.0309,5,14,37,9.6,7.3693,0,2,2,0,0.0,22.0,1,3,0,0,sure_thing
DON-1834,evento,medio_ambiente,M,50,medio_alto,45.1,46.34,1.82,0.0016,0,16.79,0.3624,17,14,3,0.8235,0,6,14,3,0,0.2648,0.0471,81,28,6,8.2,6.6705,0,0,0,0,,,0,5,0,0,persuadable
DON-1835,referido,medio_ambiente,F,40,medio_bajo,10.01,4.32,0.07,-0.0299,0,1.1,0.2538,19,17,2,0.8947,0,48,19,6,0,0.3224,0.0235,7,67,48,8.9,4.4198,0,0,2,1,0.5,3.0,1,5,1,0,persuadable
DON-1836,evento,medio_ambiente,F,49,medio_alto,42.13,40.34,0.88,-0.0028,0,13.2,0.3273,15,13,2,0.8667,1,41,15,2,1,0.1797,0.1115,9,36,41,8.7,6.407,0,0,1,1,1.0,2.0,1,10,1,0,persuadable
DON-1837,calle,emergencias,M,33,medio_alto,40.96,60.35,1.46,0.0526,1,24.75,0.41,9,9,0,1.0,0,3,7,4,1,0.6004,0.2541,12,48,3,10.0,6.2992,1,0,0,0,,,0,7,0,0,sure_thing
DON-1838,online,infancia,F,41,medio_bajo,7.06,8.35,0.83,0.0166,0,1.97,0.2355,11,9,2,0.8182,0,45,11,2,0,0.2006,0.0865,10,14,45,8.2,4.531,0,0,3,1,0.3333,8.0,0,6,0,0,persuadable
DON-1839,telefono,emergencias,otro,51,medio_bajo,12.56,15.74,0.05,0.0101,0,3.45,0.219,25,23,2,0.92,1,19,22,5,1,0.2545,0.0665,5,17,19,9.2,5.9776,0,2,1,0,0.0,25.0,1,7,1,0,persuadable
